UNIX timestamp,UTC time,Receiver Warning,Latitude NMEA,Indicator Latitude NMEA,Longitude NMEA,Indicator Longitude NMEA,Speed [Knots],True Course,UT date,Magnetic Variation Degrees,Indicator Magnetic Variation Degrees
1701189705833248778,164145.70,A,5225.152245,N,00936.894770,E,12.164,126.37,281123,3.82,E
1701189705933182210,164145.80,A,5225.152045,N,00936.895212,E,11.983,126.81,281123,3.82,E
1701189706033168598,164145.90,A,5225.151856,N,00936.895646,E,11.766,126.77,281123,3.82,E
1701189706133252370,164146.00,A,5225.151662,N,00936.896071,E,11.534,126.89,281123,3.82,E
1701189706233231181,164146.10,A,5225.151472,N,00936.896488,E,11.316,126.76,281123,3.82,E
1701189706333153577,164146.20,A,5225.151285,N,00936.896899,E,11.099,126.72,281123,3.82,E
1701189706433155594,164146.30,A,5225.151103,N,00936.897300,E,10.874,126.78,281123,3.82,E
1701189706533283146,164146.40,A,5225.150925,N,00936.897691,E,10.638,126.82,281123,3.82,E
1701189706633225891,164146.50,A,5225.150749,N,00936.898075,E,10.417,126.98,281123,3.82,E
1701189706733399493,164146.60,A,5225.150577,N,00936.898450,E,10.191,126.94,281123,3.82,E
1701189706833283666,164146.70,A,5225.150414,N,00936.898817,E,9.963,126.82,281123,3.82,E
1701189706933460184,164146.80,A,5225.150250,N,00936.899176,E,9.730,126.98,281123,3.82,E
1701189707033350642,164146.90,A,5225.150091,N,00936.899525,E,9.512,127.11,281123,3.82,E
1701189707133174083,164147.00,A,5225.149934,N,00936.899866,E,9.295,127.03,281123,3.82,E
1701189707233351749,164147.10,A,5225.149781,N,00936.900201,E,9.070,126.84,281123,3.82,E
1701189707333199110,164147.20,A,5225.149634,N,00936.900525,E,8.841,126.90,281123,3.82,E
1701189707433251914,164147.30,A,5225.149489,N,00936.900843,E,8.635,126.86,281123,3.82,E
1701189707533159471,164147.40,A,5225.149349,N,00936.901157,E,8.457,126.90,281123,3.82,E
1701189707633196543,164147.50,A,5225.149209,N,00936.901461,E,8.294,127.23,281123,3.82,E
1701189707733578333,164147.60,A,5225.149070,N,00936.901759,E,8.136,127.30,281123,3.82,E
1701189707833157530,164147.70,A,5225.148947,N,00936.902049,E,7.985,127.02,281123,3.82,E
1701189707933178883,164147.80,A,5225.148815,N,00936.902337,E,7.844,127.00,281123,3.82,E
1701189708033178881,164147.90,A,5225.148686,N,00936.902596,E,7.687,127.04,281123,3.82,E
1701189708133176217,164148.00,A,5225.148559,N,00936.902873,E,7.545,127.04,281123,3.82,E
1701189708233183095,164148.10,A,5225.148434,N,00936.903145,E,7.391,127.17,281123,3.82,E
1701189708333179780,164148.20,A,5225.148329,N,00936.903403,E,7.224,127.10,281123,3.82,E
1701189708433274491,164148.30,A,5225.148209,N,00936.903662,E,7.069,127.35,281123,3.82,E
1701189708533200703,164148.40,A,5225.148106,N,00936.903914,E,6.908,126.93,281123,3.82,E
1701189708633254541,164148.50,A,5225.147992,N,00936.904163,E,6.771,126.79,281123,3.82,E
1701189708733233856,164148.60,A,5225.147881,N,00936.904407,E,6.636,126.94,281123,3.82,E
1701189708833275702,164148.70,A,5225.147773,N,00936.904630,E,6.489,127.15,281123,3.82,E
1701189708933318468,164148.80,A,5225.147666,N,00936.904863,E,6.357,126.97,281123,3.82,E
1701189709033213584,164148.90,A,5225.147566,N,00936.905078,E,6.214,126.97,281123,3.82,E
1701189709133300499,164149.00,A,5225.147464,N,00936.905302,E,6.084,126.92,281123,3.82,E
1701189709233271136,164149.10,A,5225.147363,N,00936.905522,E,5.964,126.94,281123,3.82,E
1701189709333193057,164149.20,A,5225.147267,N,00936.905723,E,5.828,127.00,281123,3.82,E
1701189709433194900,164149.30,A,5225.147171,N,00936.905933,E,5.702,126.90,281123,3.82,E
1701189709533215511,164149.40,A,5225.147083,N,00936.906123,E,5.566,127.07,281123,3.82,E
1701189709633161995,164149.50,A,5225.146991,N,00936.906323,E,5.438,126.96,281123,3.82,E
1701189709733155498,164149.60,A,5225.146901,N,00936.906519,E,5.304,127.06,281123,3.82,E
1701189709833142496,164149.70,A,5225.146816,N,00936.906692,E,5.165,127.11,281123,3.82,E
1701189709933189210,164149.80,A,5225.146730,N,00936.906877,E,5.042,127.25,281123,3.82,E
1701189710033201030,164149.90,A,5225.146657,N,00936.907048,E,4.914,127.07,281123,3.82,E
1701189710133194702,164150.00,A,5225.146575,N,00936.907224,E,4.801,127.14,281123,3.82,E
1701189710233186841,164150.10,A,5225.146496,N,00936.907397,E,4.719,127.21,281123,3.82,E
1701189710333207174,164150.20,A,5225.146425,N,00936.907553,E,4.618,127.14,281123,3.82,E
1701189710433215440,164150.30,A,5225.146348,N,00936.907719,E,4.548,127.02,281123,3.82,E
1701189710533333019,164150.40,A,5225.146281,N,00936.907860,E,4.465,126.91,281123,3.82,E
1701189710633321163,164150.50,A,5225.146206,N,00936.908022,E,4.411,127.04,281123,3.82,E
1701189710733211693,164150.60,A,5225.146133,N,00936.908181,E,4.370,127.10,281123,3.82,E
1701189710833523364,164150.70,A,5225.146079,N,00936.908126,E,4.304,127.13,281123,3.82,E
1701189710933204757,164150.80,A,5225.146007,N,00936.908282,E,4.273,127.20,281123,3.82,E
1701189711033206104,164150.90,A,5225.145943,N,00936.908416,E,4.238,127.12,281123,3.82,E
1701189711133238237,164151.00,A,5225.145872,N,00936.908569,E,4.220,127.24,281123,3.82,E
1701189711233193511,164151.10,A,5225.145802,N,00936.908722,E,4.205,127.03,281123,3.82,E
1701189711333304488,164151.20,A,5225.145747,N,00936.908855,E,4.143,126.62,281123,3.82,E
1701189711433249710,164151.30,A,5225.145679,N,00936.909006,E,4.107,127.02,281123,3.82,E
1701189711533246149,164151.40,A,5225.145617,N,00936.909143,E,4.076,126.99,281123,3.82,E
1701189711633143915,164151.50,A,5225.145549,N,00936.909291,E,4.054,126.99,281123,3.82,E
1701189711733117565,164151.60,A,5225.145481,N,00936.909437,E,4.024,127.18,281123,3.82,E
1701189711833112801,164151.70,A,5225.145422,N,00936.909564,E,3.974,126.67,281123,3.82,E
1701189711933218277,164151.80,A,5225.145357,N,00936.909710,E,3.951,126.48,281123,3.82,E
1701189712033159612,164151.90,A,5225.145297,N,00936.909836,E,3.911,126.61,281123,3.82,E
1701189712133143247,164152.00,A,5225.145233,N,00936.909978,E,3.880,126.95,281123,3.82,E
1701189712233146227,164152.10,A,5225.145168,N,00936.910119,E,3.852,127.03,281123,3.82,E
1701189712333151780,164152.20,A,5225.145109,N,00936.910251,E,3.818,126.88,281123,3.82,E
1701189712433353147,164152.30,A,5225.145046,N,00936.910390,E,3.805,126.89,281123,3.82,E
1701189712533391692,164152.40,A,5225.144984,N,00936.910513,E,3.776,126.91,281123,3.82,E
1701189712633162527,164152.50,A,5225.144921,N,00936.910651,E,3.759,126.67,281123,3.82,E
1701189712733164897,164152.60,A,5225.144859,N,00936.910788,E,3.739,126.28,281123,3.82,E
1701189712833245591,164152.70,A,5225.144803,N,00936.910906,E,3.695,126.66,281123,3.82,E
1701189712933178732,164152.80,A,5225.144742,N,00936.911040,E,3.663,126.96,281123,3.82,E
1701189713033337463,164152.90,A,5225.144689,N,00936.911165,E,3.629,127.34,281123,3.82,E
1701189713133231011,164153.00,A,5225.144628,N,00936.911296,E,3.608,127.11,281123,3.82,E
1701189713233348801,164153.10,A,5225.144568,N,00936.911427,E,3.582,126.66,281123,3.82,E
1701189713333407297,164153.20,A,5225.144508,N,00936.911544,E,3.549,126.81,281123,3.82,E
1701189713433222559,164153.30,A,5225.144449,N,00936.911673,E,3.528,126.80,281123,3.82,E
