UNIX timestamp,UTC time,Receiver Warning,Latitude NMEA,Indicator Latitude NMEA,Longitude NMEA,Indicator Longitude NMEA,Speed [Knots],True Course,UT date,Magnetic Variation Degrees,Indicator Magnetic Variation Degrees
1701626984862487152,180944.99,A,5225.155319,N,00941.624992,E,5.751,69.62,031223,3.82,E
1701626984962005203,180945.09,A,5225.155374,N,00941.625235,E,5.624,69.63,031223,3.82,E
1701626985062844081,180945.19,A,5225.155425,N,00941.625447,E,5.487,69.58,031223,3.82,E
1701626985162753100,180945.29,A,5225.155477,N,00941.625678,E,5.351,69.59,031223,3.82,E
1701626985262603740,180945.39,A,5225.155532,N,00941.625879,E,5.211,69.53,031223,3.82,E
1701626985362463442,180945.49,A,5225.155581,N,00941.626099,E,5.088,69.69,031223,3.82,E
1701626985462385898,180945.59,A,5225.155630,N,00941.626314,E,4.962,69.61,031223,3.82,E
1701626985562687338,180945.69,A,5225.155676,N,00941.626497,E,4.827,69.52,031223,3.82,E
1701626985662811769,180945.79,A,5225.155722,N,00941.626701,E,4.703,69.68,031223,3.82,E
1701626985762961135,180945.89,A,5225.155761,N,00941.626875,E,4.565,69.71,031223,3.82,E
1701626985862384518,180945.99,A,5225.155805,N,00941.627068,E,4.435,69.70,031223,3.82,E
1701626985962376527,180946.09,A,5225.155847,N,00941.627254,E,4.300,69.70,031223,3.82,E
1701626986062725439,180946.19,A,5225.155889,N,00941.627412,E,4.161,69.60,031223,3.82,E
1701626986162568152,180946.29,A,5225.155928,N,00941.627586,E,4.034,69.56,031223,3.82,E
1701626986262580221,180946.39,A,5225.155969,N,00941.627737,E,3.931,69.58,031223,3.82,E
1701626986362447632,180946.49,A,5225.156006,N,00941.627903,E,3.848,69.66,031223,3.82,E
1701626986462481303,180946.59,A,5225.156043,N,00941.628065,E,3.763,69.71,031223,3.82,E
1701626986562703224,180946.69,A,5225.156075,N,00941.628189,E,3.664,69.60,031223,3.82,E
1701626986662611012,180946.79,A,5225.156110,N,00941.628343,E,3.574,69.66,031223,3.82,E
1701626986762464791,180946.89,A,5225.156138,N,00941.628466,E,3.466,69.63,031223,3.82,E
1701626986862437139,180946.99,A,5225.156171,N,00941.628612,E,3.378,69.49,031223,3.82,E
