UNIX timestamp,UTC time,Receiver Warning,Latitude NMEA,Indicator Latitude NMEA,Longitude NMEA,Indicator Longitude NMEA,Speed [Knots],True Course,UT date,Magnetic Variation Degrees,Indicator Magnetic Variation Degrees
1701628190965484601,182951.09,A,5224.867618,N,00938.583807,E,0.194,,031223,3.82,E
1701628191065061615,182951.19,A,5224.867613,N,00938.583829,E,0.181,,031223,3.82,E
1701628191165967796,182951.29,A,5224.867616,N,00938.583822,E,0.180,,031223,3.82,E
1701628191265110299,182951.39,A,5224.867611,N,00938.583840,E,0.171,,031223,3.82,E
1701628191365201519,182951.49,A,5224.867614,N,00938.583834,E,0.166,,031223,3.82,E
1701628191465191643,182951.59,A,5224.867617,N,00938.583828,E,0.175,,031223,3.82,E
1701628191565100679,182951.69,A,5224.867612,N,00938.583849,E,0.153,,031223,3.82,E
1701628191665726253,182951.79,A,5224.867615,N,00938.583843,E,0.158,,031223,3.82,E
1701628191765574193,182951.89,A,5224.867612,N,00938.583856,E,0.147,,031223,3.82,E
1701628191865162000,182951.99,A,5224.867615,N,00938.583851,E,0.149,,031223,3.82,E
1701628191966060794,182952.09,A,5224.867617,N,00938.583845,E,0.150,,031223,3.82,E
1701628192065129509,182952.19,A,5224.867614,N,00938.583861,E,0.137,,031223,3.82,E
1701628192165677604,182952.29,A,5224.867616,N,00938.583856,E,0.139,,031223,3.82,E
1701628192265197753,182952.39,A,5224.867613,N,00938.583869,E,0.125,,031223,3.82,E
1701628192364933999,182952.49,A,5224.867615,N,00938.583865,E,0.130,,031223,3.82,E
1701628192465869853,182952.59,A,5224.867618,N,00938.583860,E,0.127,,031223,3.82,E
1701628192565729869,182952.69,A,5224.867615,N,00938.583872,E,0.121,,031223,3.82,E
1701628192665698351,182952.79,A,5224.867617,N,00938.583868,E,0.117,,031223,3.82,E
1701628192765298019,182952.89,A,5224.867614,N,00938.583880,E,0.111,,031223,3.82,E
1701628192865081238,182952.99,A,5224.867616,N,00938.583876,E,0.108,,031223,3.82,E
1701628192965230975,182953.09,A,5224.867618,N,00938.583872,E,0.113,,031223,3.82,E
1701628193065827442,182953.19,A,5224.867614,N,00938.583888,E,0.096,,031223,3.82,E
1701628193165666360,182953.29,A,5224.867615,N,00938.583884,E,0.101,,031223,3.82,E
1701628193265617389,182953.39,A,5224.867613,N,00938.583895,E,0.087,,031223,3.82,E
1701628193365315117,182953.49,A,5224.867615,N,00938.583892,E,0.091,,031223,3.82,E
1701628193465065504,182953.59,A,5224.867617,N,00938.583889,E,0.087,,031223,3.82,E
1701628193565723393,182953.69,A,5224.867615,N,00938.583898,E,0.083,,031223,3.82,E
1701628193665576330,182953.79,A,5224.867616,N,00938.583895,E,0.080,,031223,3.82,E
1701628193765194379,182953.89,A,5224.867614,N,00938.583904,E,0.075,,031223,3.82,E
1701628193864948226,182953.99,A,5224.867615,N,00938.583901,E,0.071,,031223,3.82,E
1701628193964759449,182954.09,A,5224.867617,N,00938.583899,E,0.075,,031223,3.82,E
1701628194065505963,182954.19,A,5224.867615,N,00938.583908,E,0.066,,031223,3.82,E
1701628194165155183,182954.29,A,5224.867617,N,00938.583906,E,0.069,,031223,3.82,E
1701628194265495282,182954.39,A,5224.867614,N,00938.583916,E,0.058,,031223,3.82,E
1701628194365178603,182954.49,A,5224.867616,N,00938.583914,E,0.079,,031223,3.82,E
1701628194465121663,182954.59,A,5224.867617,N,00938.583910,E,0.148,,031223,3.82,E
1701628194565714502,182954.69,A,5224.867617,N,00938.583911,E,0.234,,031223,3.82,E
1701628194665717183,182954.79,A,5224.867620,N,00938.583899,E,0.342,,031223,3.82,E
1701628194766112654,182954.89,A,5224.867619,N,00938.583902,E,0.445,293.52,031223,3.82,E
1701628194865891210,182954.99,A,5224.867625,N,00938.583881,E,0.577,292.77,031223,3.82,E
1701628194965636599,182955.09,A,5224.867631,N,00938.583854,E,0.686,291.99,031223,3.82,E
1701628195066405208,182955.19,A,5224.867632,N,00938.583842,E,0.758,291.50,031223,3.82,E
1701628195166171483,182955.29,A,5224.867640,N,00938.583809,E,0.799,291.49,031223,3.82,E
1701628195266128957,182955.39,A,5224.867645,N,00938.583787,E,0.805,291.17,031223,3.82,E
1701628195365917510,182955.49,A,5224.867653,N,00938.583753,E,0.816,291.32,031223,3.82,E
1701628195465664476,182955.59,A,5224.867662,N,00938.583718,E,0.825,291.56,031223,3.82,E
1701628195566284366,182955.69,A,5224.867668,N,00938.583687,E,0.830,291.44,031223,3.82,E
