UNIX timestamp,a_x,a_y,a_z,p_roll,p_pitch,p_yaw
1701628487657681096,-1.7796,-0.2475,10.7126,-0.0012,0.0045,-0.0091
1701628487757550509,-1.7459,-0.4248,10.6346,0.0046,-0.0008,-0.0067
1701628487857364157,-1.6492,0.0652,9.7878,-0.0063,0.0095,-0.0069
1701628487957201236,-1.6936,-0.1179,9.4054,0.0064,-0.0039,-0.0068
1701628488057027407,-1.7325,0.0307,9.3546,0.0054,0.0008,-0.0038
1701628488157572417,-1.5169,-0.1143,10.1033,-0.0008,0.0186,-0.0064
1701628488257505792,-1.5438,-0.2155,9.7046,0.0072,-0.0008,-0.0049
1701628488357350580,-1.4422,-0.2066,10.3669,-0.0017,-0.0027,-0.0104
1701628488457161430,-1.4217,-0.2312,9.4250,0.0071,-0.0083,-0.0054
1701628488557052400,-1.2458,0.0470,9.4482,-0.0032,-0.0047,-0.0012
1701628488658187879,-1.1537,-0.0033,10.0481,-0.0029,-0.0048,-0.0041
1701628488757385797,-0.9555,-0.0224,8.9324,-0.0041,0.0051,-0.0054
1701628488857282242,-1.0173,-0.1642,10.5865,0.0038,0.0141,-0.0040
1701628488957173450,-1.0080,0.0204,8.7564,0.0088,0.0085,-0.0037
1701628489056906371,-1.0302,0.0006,10.8653,-0.0024,-0.0009,-0.0013
1701628489157463367,-0.9559,-0.1129,10.0401,-0.0028,-0.0119,-0.0020
1701628489257219744,-0.9777,-0.0694,10.2670,-0.0064,-0.0080,0.0002
1701628489357162351,-0.8435,0.0358,10.1068,-0.0060,-0.0062,0.0023
1701628489457001804,-0.7556,0.1132,9.1784,-0.0031,0.0058,0.0005
1701628489556967628,-0.4330,-0.0426,9.7162,0.0065,-0.0036,0.0050
1701628489657360607,-0.4900,0.0560,9.4232,0.0022,0.0002,0.0090
1701628489757152361,-0.4237,-0.2037,9.9587,-0.0117,0.0118,0.0123
1701628489857097852,-0.3523,-0.1452,9.3940,-0.0033,0.0151,0.0100
1701628489957180853,-0.4973,-0.2281,9.7453,0.0015,0.0087,0.0092
1701628490057084698,-0.5918,-0.2069,10.0750,0.0008,0.0048,0.0114
1701628490157348341,-0.5216,0.1077,10.2551,0.0073,-0.0094,0.0112
1701628490257335373,-0.4554,0.0346,9.8792,-0.0018,-0.0112,0.0085
1701628490357151421,-0.5093,0.0540,9.9019,-0.0054,-0.0078,0.0085
1701628490456933627,-0.4938,-0.0049,9.2840,-0.0056,0.0014,0.0105
1701628490556773403,-0.5525,0.0097,9.5354,-0.0044,-0.0013,0.0131
1701628490657250432,-0.4317,-0.1522,9.2629,0.0077,0.0057,0.0093
1701628490757191120,-0.4980,-0.2141,9.9706,0.0145,0.0066,0.0108
1701628490856825198,-0.4484,0.0906,9.6987,0.0034,0.0089,0.0107
1701628490956728933,-0.4194,0.0076,10.3972,0.0074,-0.0022,0.0110
1701628491056631530,-0.4713,0.0743,9.4719,-0.0014,-0.0071,0.0115
1701628491157206502,-0.4327,0.2061,9.6632,-0.0037,0.0053,0.0106
1701628491257025737,-0.5652,0.0032,9.2369,0.0034,-0.0070,0.0077
1701628491356853391,-0.4864,0.0596,9.4922,-0.0004,0.0028,0.0073
1701628491456772223,-0.5528,-0.0386,10.0094,0.0005,0.0100,0.0015
1701628491556574582,-0.4862,-0.1323,9.5667,0.0042,0.0060,0.0090
1701628491657090913,-0.3346,0.0401,10.7063,0.0041,0.0060,-0.0000
1701628491756911988,-0.5653,0.0347,9.5770,0.0004,-0.0054,0.0073
1701628491856696983,-0.4476,-0.1681,10.0230,-0.0068,-0.0060,0.0074
1701628491956741413,-0.4958,0.1045,9.5617,-0.0020,-0.0079,0.0101
1701628492056447847,-0.5439,0.0052,9.5353,-0.0026,0.0027,0.0048
1701628492157085875,-0.5150,0.0496,9.7288,0.0006,0.0033,0.0104
1701628492256929241,-0.5564,0.0423,9.8092,-0.0001,0.0087,0.0075
1701628492356734134,-0.4818,-0.0587,10.3469,-0.0010,0.0050,0.0079
1701628492456642589,-0.5137,-0.0620,9.7948,0.0032,-0.0056,0.0080
1701628492556853164,-0.3831,-0.0762,10.0458,-0.0006,-0.0090,0.0020
1701628492656928378,-0.4630,-0.0387,9.7487,0.0002,-0.0009,0.0051
1701628492756854499,-0.4712,0.1686,9.0183,0.0014,0.0022,0.0074
1701628492856589788,-0.5345,-0.0160,9.7608,0.0044,0.0055,0.0057
1701628492956535973,-0.5719,-0.0247,9.2078,-0.0087,0.0107,0.0025
1701628493056347020,-0.4265,-0.0907,10.6992,0.0010,0.0158,0.0038
1701628493156997025,-0.3764,-0.1461,9.6433,-0.0070,0.0070,0.0058
1701628493256802151,-0.3470,0.1008,10.1798,0.0003,0.0014,0.0055
1701628493356630252,-0.2705,-0.0736,9.8985,-0.0078,-0.0133,0.0029
1701628493456412905,-0.0734,-0.1548,9.5834,0.0032,-0.0126,0.0044
1701628493556278328,-0.0914,0.0113,9.3991,0.0049,-0.0062,0.0023
