UNIX timestamp,UTC time,Receiver Warning,Latitude NMEA,Indicator Latitude NMEA,Longitude NMEA,Indicator Longitude NMEA,Speed [Knots],True Course,UT date,Magnetic Variation Degrees,Indicator Magnetic Variation Degrees
1701628487664577329,183447.79,A,5225.021154,N,00937.060021,E,10.400,338.23,031223,3.82,E
1701628487764452650,183447.89,A,5225.021405,N,00937.059867,E,10.116,338.38,031223,3.82,E
1701628487864426776,183447.99,A,5225.021663,N,00937.059700,E,9.838,338.41,031223,3.82,E
1701628487965423817,183448.09,A,5225.021913,N,00937.059537,E,9.552,338.42,031223,3.82,E
1701628488064032173,183448.19,A,5225.022140,N,00937.059398,E,9.261,338.48,031223,3.82,E
1701628488164433835,183448.29,A,5225.022376,N,00937.059246,E,8.987,338.47,031223,3.82,E
1701628488264634840,183448.39,A,5225.022587,N,00937.059114,E,8.704,338.54,031223,3.82,E
1701628488364331767,183448.49,A,5225.022808,N,00937.058972,E,8.433,338.58,031223,3.82,E
1701628488463931272,183448.59,A,5225.023023,N,00937.058834,E,8.168,338.64,031223,3.82,E
1701628488564224726,183448.69,A,5225.023215,N,00937.058724,E,7.918,338.71,031223,3.82,E
1701628488664880775,183448.79,A,5225.023417,N,00937.058594,E,7.707,338.60,031223,3.82,E
1701628488764594562,183448.89,A,5225.023593,N,00937.058488,E,7.520,338.69,031223,3.82,E
1701628488864488881,183448.99,A,5225.023786,N,00937.058365,E,7.349,338.79,031223,3.82,E
1701628488964175251,183449.09,A,5225.023974,N,00937.058245,E,7.176,338.83,031223,3.82,E
1701628489063863539,183449.19,A,5225.024132,N,00937.058151,E,6.983,338.78,031223,3.82,E
1701628489164800826,183449.29,A,5225.024310,N,00937.058037,E,6.821,338.77,031223,3.82,E
1701628489264247613,183449.39,A,5225.024460,N,00937.057949,E,6.646,338.91,031223,3.82,E
1701628489364418187,183449.49,A,5225.024630,N,00937.057841,E,6.490,338.84,031223,3.82,E
1701628489464055256,183449.59,A,5225.024796,N,00937.057736,E,6.341,338.75,031223,3.82,E
1701628489563978540,183449.69,A,5225.024931,N,00937.057656,E,6.215,338.87,031223,3.82,E
1701628489664374967,183449.79,A,5225.025092,N,00937.057554,E,6.154,338.83,031223,3.82,E
1701628489764375770,183449.89,A,5225.025219,N,00937.057476,E,6.070,338.72,031223,3.82,E
1701628489864164624,183449.99,A,5225.025375,N,00937.057376,E,6.014,338.72,031223,3.82,E
1701628489964016369,183450.09,A,5225.025530,N,00937.057277,E,5.954,338.70,031223,3.82,E
1701628490063930722,183450.19,A,5225.025651,N,00937.057203,E,5.863,338.74,031223,3.82,E
1701628490164446074,183450.29,A,5225.025802,N,00937.057107,E,5.798,338.62,031223,3.82,E
1701628490264301995,183450.39,A,5225.025923,N,00937.057039,E,5.707,338.58,031223,3.82,E
1701628490364134509,183450.49,A,5225.026069,N,00937.056944,E,5.635,338.48,031223,3.82,E
1701628490464038028,183450.59,A,5225.026214,N,00937.056851,E,5.566,338.48,031223,3.82,E
1701628490563823262,183450.69,A,5225.026328,N,00937.056780,E,5.469,338.52,031223,3.82,E
1701628490664365010,183450.79,A,5225.026468,N,00937.056689,E,5.396,338.44,031223,3.82,E
1701628490764169341,183450.89,A,5225.026576,N,00937.056617,E,5.303,338.50,031223,3.82,E
