UNIX timestamp,a_x,a_y,a_z,p_roll,p_pitch,p_yaw
1701189798983357611,-0.6793,-0.3907,9.2112,0.0117,0.0108,0.0034
1701189799083528480,-0.7815,-0.3461,9.8018,0.0167,0.0152,0.0053
1701189799183341131,-0.8277,-0.3181,10.3901,0.0097,0.0074,0.0015
1701189799283601804,-0.7647,-0.4107,10.6433,0.0071,0.0018,0.0005
1701189799383445671,-0.7718,-0.4236,10.7121,-0.0062,-0.0090,0.0023
1701189799483408570,-0.4771,-0.3869,10.1510,-0.0013,-0.0152,0.0004
1701189799583403311,-0.0673,-0.3640,9.6033,-0.0024,-0.0245,0.0054
1701189799683322240,-0.0034,-0.3724,9.4751,-0.0053,-0.0166,0.0033
1701189799783338224,-0.0918,-0.4406,9.2289,-0.0017,-0.0071,0.0047
1701189799883445537,-0.0948,-0.2666,8.9110,-0.0068,0.0076,0.0007
1701189799983365713,-0.0873,-0.3647,9.9446,0.0019,0.0030,-0.0030
1701189800083334807,-0.1286,-0.4376,10.1612,-0.0008,0.0031,0.0007
1701189800183345630,-0.0831,-0.2800,10.7978,-0.0001,-0.0082,-0.0004
1701189800283445790,-0.0789,-0.3091,10.1815,-0.0018,-0.0195,0.0012
1701189800383476970,0.0444,-0.4724,9.8573,-0.0033,-0.0110,0.0019
1701189800483305677,0.0211,-0.4844,9.6629,0.0027,-0.0003,-0.0024
1701189800583518595,-0.0031,-0.3796,8.8767,0.0084,0.0104,-0.0018
1701189800683404374,-0.0396,-0.3623,9.7658,0.0057,0.0215,-0.0006
1701189800783528297,-0.1716,-0.3548,10.3022,0.0088,0.0134,0.0007
1701189800883321163,-0.1180,-0.3820,10.5906,-0.0039,0.0026,0.0003
1701189800983404940,-0.1370,-0.3064,10.4397,-0.0068,-0.0105,0.0039
1701189801083369101,-0.0190,-0.3437,9.6315,-0.0072,-0.0176,-0.0023
1701189801183362783,-0.0245,-0.4061,9.4501,0.0010,-0.0113,0.0014
1701189801283440274,-0.0864,-0.3886,9.0091,-0.0038,0.0025,-0.0016
1701189801383544942,-0.1027,-0.3330,9.3512,0.0033,0.0192,-0.0037
1701189801483326130,-0.1296,-0.3919,9.6409,0.0052,0.0186,-0.0011
1701189801583337833,-0.1752,-0.3939,10.6466,0.0014,0.0070,0.0005
1701189801683328625,-0.1758,-0.3760,10.3677,0.0069,-0.0036,-0.0015
1701189801783334669,0.1251,-0.5832,10.2479,0.0126,-0.0101,-0.0035
1701189801883331959,-0.1955,-0.3991,9.6770,0.0173,-0.0150,-0.0010
1701189801983326671,-0.0631,-0.1337,8.8399,-0.0034,-0.0081,0.0032
1701189802083354042,-0.1421,-0.3084,9.5622,-0.0056,-0.0002,0.0029
1701189802183311906,-0.0824,-0.4341,9.1160,-0.0129,0.0093,0.0032
1701189802283313707,0.0636,-0.4385,9.9922,-0.0090,0.0181,-0.0001
1701189802383308200,0.0889,-0.3471,10.5224,-0.0159,0.0141,0.0024
1701189802483473934,-0.0978,-0.5509,10.0702,-0.0062,0.0011,0.0093
1701189802583328845,0.0331,-0.5852,10.1377,0.0078,-0.0193,0.0082
1701189802683405803,-0.0087,-0.3270,9.5355,0.0191,-0.0154,-0.0030
1701189802783407312,0.0432,-0.3557,9.2513,0.0258,0.0030,-0.0001
1701189802883339402,-0.0605,-0.1479,9.5042,0.0095,0.0196,0.0087
1701189802983574719,-0.0511,-0.1611,9.6568,-0.0058,0.0119,0.0092
1701189803083440028,-0.1155,-0.4235,10.3266,-0.0211,0.0111,0.0026
1701189803183581462,-0.0502,-0.5252,10.5174,-0.0104,0.0056,0.0025
1701189803283491476,-0.1019,-0.5470,9.9173,-0.0097,-0.0092,0.0072
1701189803383357986,-0.0354,-0.2843,9.7856,-0.0026,-0.0209,0.0042
1701189803483328205,-0.1597,-0.4234,8.8998,0.0013,-0.0014,0.0036
1701189803583363733,-0.1701,-0.4088,9.2013,0.0115,0.0054,0.0094
1701189803683345994,-0.1607,-0.4606,9.7025,0.0214,0.0041,0.0087
1701189803783356156,-0.2671,-0.0804,10.5633,0.0229,-0.0080,0.0050
1701189803883357395,-0.2066,-0.3787,10.9310,0.0017,-0.0031,-0.0003
1701189803983359638,-0.2092,-0.3858,10.1021,-0.0088,-0.0011,0.0074
1701189804083336552,-0.0947,-0.2137,9.9767,-0.0134,-0.0171,0.0093
1701189804183320491,-0.0722,-0.3239,9.0176,-0.0031,-0.0178,-0.0004
1701189804283332065,0.0388,-0.2544,8.9574,-0.0021,-0.0057,0.0007
1701189804383327167,0.0138,-0.2982,9.2825,-0.0035,0.0030,0.0040
1701189804483510625,-0.0685,-0.3922,10.1187,-0.0002,0.0031,0.0027
1701189804583354193,-0.0755,-0.5713,10.8012,0.0071,0.0137,0.0081
1701189804683552324,-0.1012,-0.4031,10.3661,0.0155,0.0024,0.0065
1701189804783360414,-0.0851,-0.2574,9.7813,0.0200,-0.0062,0.0035
1701189804883407295,-0.1136,-0.1242,9.1893,0.0122,-0.0035,0.0049
1701189804983725205,-0.0816,-0.2437,9.1251,-0.0081,0.0032,0.0115
1701189805083441867,0.0238,-0.3202,9.8488,-0.0108,0.0187,0.0088
1701189805183926194,-0.0814,-0.4816,10.1067,0.0005,0.0060,0.0052
1701189805283382357,-0.1143,-0.4297,10.0318,0.0009,-0.0052,0.0020
1701189805383391095,-0.0842,-0.2443,9.3283,0.0068,-0.0107,0.0066
1701189805483330632,0.0073,-0.2716,9.2360,0.0084,0.0092,0.0046
1701189805583367434,-0.0097,-0.3379,10.4143,-0.0031,0.0066,0.0059
1701189805683372378,-0.0838,-0.4676,10.3182,-0.0029,-0.0086,0.0035
1701189805783362363,-0.0766,-0.3205,9.6666,-0.0026,-0.0055,0.0055
1701189805883354756,0.0425,-0.3645,9.7521,0.0062,0.0060,0.0050
1701189805983356592,0.0161,-0.4347,9.9505,0.0119,0.0124,0.0030
1701189806083344128,0.0118,-0.3818,10.4003,0.0144,0.0009,0.0050
