UNIX timestamp,a_x,a_y,a_z,p_roll,p_pitch,p_yaw
1701628636956571439,0.1752,-0.5515,10.1288,0.0029,0.0018,0.0050
1701628637056987043,0.1488,-0.4312,9.8956,0.0018,-0.0059,0.0032
1701628637156809898,0.0840,-0.3100,9.7650,-0.0014,-0.0097,0.0012
1701628637256744374,0.0614,-0.2439,9.3400,0.0003,-0.0092,0.0036
1701628637356473081,0.0187,-0.2826,9.4790,0.0006,0.0028,0.0038
1701628637456489580,0.0936,-0.4442,9.6082,0.0061,0.0158,0.0058
1701628637557050197,0.2069,-0.4727,10.0248,0.0002,0.0124,0.0035
1701628637656871934,0.1539,-0.5209,10.3768,0.0087,-0.0025,0.0030
1701628637757172144,0.2422,-0.4777,10.0485,0.0055,-0.0125,0.0021
1701628637856595429,0.1960,-0.3188,9.4620,0.0014,-0.0101,0.0061
1701628637957284755,0.1213,-0.3319,9.0632,0.0053,0.0030,0.0031
1701628638057133790,0.2134,-0.3902,9.6185,0.0005,0.0084,0.0031
1701628638156849375,0.3589,-0.4515,10.1435,0.0029,0.0093,0.0049
1701628638256676950,0.4219,-0.4545,10.2947,0.0016,0.0001,-0.0000
1701628638356631505,0.4913,-0.4533,9.9070,0.0003,-0.0099,-0.0019
1701628638458085748,0.4757,-0.3541,9.5945,0.0031,-0.0073,0.0052
1701628638557064085,0.4592,-0.3003,9.3768,0.0010,0.0020,0.0056
1701628638657006282,0.5203,-0.3390,9.6697,-0.0073,0.0098,0.0012
1701628638756900254,0.6092,-0.5300,10.0912,0.0046,0.0044,0.0017
1701628638856705941,0.7126,-0.4984,10.1561,0.0035,-0.0018,0.0044
1701628638957097646,0.7326,-0.4275,10.1979,0.0058,-0.0052,-0.0005
1701628639056943993,0.7772,-0.3875,9.9580,0.0016,-0.0110,0.0001
1701628639156847211,0.7795,-0.3218,9.8850,-0.0044,-0.0115,0.0044
1701628639256803734,0.8064,-0.3054,9.6928,-0.0040,-0.0131,-0.0003
1701628639356694950,0.7885,-0.3751,9.4392,-0.0034,-0.0116,0.0054
1701628639457140192,0.6393,-0.3647,9.2389,-0.0007,0.0012,0.0030
1701628639556965338,0.5750,-0.4206,9.3532,0.0000,0.0107,0.0019
1701628639656902559,0.6177,-0.4789,9.7727,-0.0025,0.0089,0.0010
1701628639756731968,0.7457,-0.5687,9.7664,0.0028,0.0077,0.0042
1701628639856618231,0.7829,-0.5508,10.2528,0.0066,0.0043,0.0013
1701628639957190268,0.7392,-0.4681,10.1215,0.0039,-0.0009,-0.0003
1701628640056936312,0.8599,-0.3495,9.9818,0.0054,-0.0172,0.0011
1701628640156923433,0.8351,-0.3254,9.6554,-0.0022,-0.0121,0.0011
1701628640256703071,0.6353,-0.3757,9.4048,-0.0041,-0.0026,0.0043
1701628640356673671,0.4448,-0.3214,9.3692,0.0009,0.0076,0.0033
1701628640456998772,0.4210,-0.4669,9.6874,0.0000,0.0131,0.0029
1701628640556945388,0.4227,-0.5301,10.0939,0.0067,0.0086,0.0029
1701628640656843454,0.4875,-0.4692,9.8261,0.0049,-0.0004,0.0040
1701628640756719164,0.4884,-0.5232,10.2598,0.0015,-0.0090,0.0011
1701628640856399679,0.4598,-0.4003,9.4435,0.0006,-0.0101,0.0013
1701628640957279168,0.3374,-0.3146,9.3475,0.0001,-0.0010,0.0010
1701628641056950817,0.1676,-0.3022,9.4341,-0.0020,0.0116,0.0016
1701628641156603336,0.2838,-0.4612,9.9092,0.0001,0.0126,0.0009
1701628641256846142,0.1523,-0.4453,10.3203,0.0046,0.0013,0.0010
1701628641356479985,0.1825,-0.4832,10.1257,0.0045,-0.0094,0.0037
1701628641457141385,0.1642,-0.4002,9.5396,0.0013,-0.0043,0.0015
1701628641556929669,0.1154,-0.2131,9.2471,0.0005,0.0016,0.0007
1701628641656753371,0.1998,-0.4924,9.9281,-0.0023,0.0132,-0.0012
1701628641756555835,0.1463,-0.5037,10.3177,0.0020,0.0005,0.0012
1701628641857196558,0.2166,-0.4544,10.0248,-0.0024,-0.0143,0.0025
1701628641957117064,0.2362,-0.4471,9.5574,-0.0009,-0.0089,-0.0004
1701628642057638611,0.0599,-0.3541,9.3016,-0.0011,-0.0006,0.0031
1701628642156872634,0.1760,-0.3867,9.5907,-0.0005,0.0121,0.0009
1701628642256820893,0.2800,-0.4816,10.3658,0.0056,0.0074,0.0024
1701628642356856001,0.3312,-0.4920,10.2407,-0.0022,-0.0065,0.0018
1701628642457656998,0.3887,-0.3617,9.6406,-0.0002,-0.0145,0.0025
1701628642556933677,0.3068,-0.2977,9.2467,-0.0006,-0.0040,0.0006
