UNIX timestamp,UTC time,Receiver Warning,Latitude NMEA,Indicator Latitude NMEA,Longitude NMEA,Indicator Longitude NMEA,Speed [Knots],True Course,UT date,Magnetic Variation Degrees,Indicator Magnetic Variation Degrees
1701628799865882650,183959.99,A,5225.605097,N,00936.985737,E,2.007,286.48,031223,3.82,E
1701628799965961000,184000.09,A,5225.605113,N,00936.985649,E,2.002,286.60,031223,3.82,E
1701628800065742134,184000.19,A,5225.605116,N,00936.985584,E,1.954,286.30,031223,3.82,E
1701628800165624395,184000.29,A,5225.605131,N,00936.985499,E,1.917,286.46,031223,3.82,E
1701628800266099234,184000.39,A,5225.605137,N,00936.985432,E,1.874,286.59,031223,3.82,E
1701628800366014723,184000.49,A,5225.605152,N,00936.985351,E,1.844,286.53,031223,3.82,E
1701628800465829466,184000.59,A,5225.605167,N,00936.985271,E,1.812,286.62,031223,3.82,E
1701628800565212529,184000.69,A,5225.605173,N,00936.985207,E,1.773,286.81,031223,3.82,E
1701628800665686571,184000.79,A,5225.605188,N,00936.985131,E,1.739,287.29,031223,3.82,E
1701628800766285103,184000.89,A,5225.605190,N,00936.985066,E,1.688,286.75,031223,3.82,E
1701628800865901841,184000.99,A,5225.605204,N,00936.984993,E,1.645,287.11,031223,3.82,E
1701628800965757302,184001.09,A,5225.605217,N,00936.984923,E,1.609,287.68,031223,3.82,E
1701628801065767060,184001.19,A,5225.605221,N,00936.984867,E,1.560,287.60,031223,3.82,E
1701628801165315370,184001.29,A,5225.605234,N,00936.984800,E,1.522,287.58,031223,3.82,E
1701628801266031965,184001.39,A,5225.605237,N,00936.984745,E,1.484,287.48,031223,3.82,E
1701628801366108806,184001.49,A,5225.605250,N,00936.984681,E,1.448,287.93,031223,3.82,E
1701628801465653343,184001.59,A,5225.605262,N,00936.984620,E,1.407,288.13,031223,3.82,E
1701628801565639380,184001.69,A,5225.605264,N,00936.984568,E,1.368,287.76,031223,3.82,E
1701628801665490223,184001.79,A,5225.605276,N,00936.984509,E,1.333,288.31,031223,3.82,E
1701628801766009979,184001.89,A,5225.605279,N,00936.984463,E,1.290,288.21,031223,3.82,E
