UNIX timestamp,UTC time,Receiver Warning,Latitude NMEA,Indicator Latitude NMEA,Longitude NMEA,Indicator Longitude NMEA,Speed [Knots],True Course,UT date,Magnetic Variation Degrees,Indicator Magnetic Variation Degrees
1701185841778513503,153721.74,A,5225.174561,N,00936.202495,E,6.784,90.23,281123,3.82,E
1701185841878562627,153721.84,A,5225.174560,N,00936.202801,E,6.669,90.46,281123,3.82,E
1701185841978524434,153721.94,A,5225.174554,N,00936.203097,E,6.559,90.59,281123,3.82,E
1701185842078552803,153722.04,A,5225.174552,N,00936.203394,E,6.456,90.70,281123,3.82,E
1701185842178578178,153722.14,A,5225.174549,N,00936.203670,E,6.341,90.39,281123,3.82,E
1701185842278476455,153722.24,A,5225.174548,N,00936.203956,E,6.228,90.39,281123,3.82,E
1701185842378901444,153722.34,A,5225.174547,N,00936.204237,E,6.117,90.28,281123,3.82,E
1701185842478484611,153722.44,A,5225.174551,N,00936.204492,E,5.996,90.16,281123,3.82,E
1701185842578476540,153722.54,A,5225.174550,N,00936.204762,E,5.894,90.07,281123,3.82,E
1701185842678677997,153722.64,A,5225.174551,N,00936.205024,E,5.775,90.17,281123,3.82,E
1701185842778471749,153722.74,A,5225.174551,N,00936.205284,E,5.665,90.29,281123,3.82,E
1701185842878544291,153722.84,A,5225.174550,N,00936.205540,E,5.558,90.01,281123,3.82,E
1701185842978446737,153722.94,A,5225.174540,N,00936.205770,E,5.446,90.14,281123,3.82,E
1701185843078446147,153723.04,A,5225.174540,N,00936.206016,E,5.341,90.21,281123,3.82,E
1701185843178482006,153723.14,A,5225.174539,N,00936.206191,E,5.193,90.40,281123,3.82,E
1701185843278463632,153723.24,A,5225.174538,N,00936.206426,E,5.090,90.23,281123,3.82,E
1701185843378480977,153723.34,A,5225.174538,N,00936.206655,E,4.981,90.04,281123,3.82,E
1701185843478460691,153723.44,A,5225.174548,N,00936.206864,E,4.865,89.97,281123,3.82,E
1701185843578479793,153723.54,A,5225.174549,N,00936.207083,E,4.758,89.71,281123,3.82,E
1701185843678477760,153723.64,A,5225.174540,N,00936.207284,E,4.654,89.95,281123,3.82,E
1701185843778481164,153723.74,A,5225.174540,N,00936.207494,E,4.576,89.97,281123,3.82,E
1701185843878481013,153723.84,A,5225.174540,N,00936.207701,E,4.504,89.83,281123,3.82,E
1701185843978524820,153723.94,A,5225.174544,N,00936.207884,E,4.434,89.61,281123,3.82,E
1701185844078722372,153724.04,A,5225.174545,N,00936.208085,E,4.373,89.59,281123,3.82,E
1701185844178549929,153724.14,A,5225.174543,N,00936.208263,E,4.303,89.92,281123,3.82,E
1701185844278499285,153724.24,A,5225.174544,N,00936.208457,E,4.241,89.78,281123,3.82,E
1701185844378560619,153724.34,A,5225.174545,N,00936.208649,E,4.172,89.27,281123,3.82,E
1701185844478452462,153724.44,A,5225.174546,N,00936.208824,E,4.102,89.18,281123,3.82,E
1701185844578670519,153724.54,A,5225.174547,N,00936.209009,E,4.031,89.43,281123,3.82,E
1701185844678485741,153724.64,A,5225.174543,N,00936.209168,E,3.946,89.56,281123,3.82,E
1701185844778556856,153724.74,A,5225.174544,N,00936.209346,E,3.876,89.41,281123,3.82,E
1701185844878587687,153724.84,A,5225.174546,N,00936.209521,E,3.807,89.14,281123,3.82,E
1701185844978505230,153724.94,A,5225.174572,N,00936.209620,E,3.687,88.59,281123,3.82,E
1701185845078484707,153725.04,A,5225.174574,N,00936.209786,E,3.621,88.78,281123,3.82,E
1701185845178484698,153725.14,A,5225.174570,N,00936.209939,E,3.556,88.62,281123,3.82,E
1701185845278438256,153725.24,A,5225.174573,N,00936.210100,E,3.491,88.44,281123,3.82,E
1701185845378402612,153725.34,A,5225.174575,N,00936.210257,E,3.422,88.41,281123,3.82,E
1701185845478440173,153725.44,A,5225.174575,N,00936.210403,E,3.354,88.17,281123,3.82,E
1701185845578484429,153725.54,A,5225.174578,N,00936.210554,E,3.292,88.48,281123,3.82,E
1701185845678417554,153725.64,A,5225.174573,N,00936.210690,E,3.233,88.92,281123,3.82,E
1701185845778501254,153725.74,A,5225.174575,N,00936.210837,E,3.185,88.32,281123,3.82,E
1701185845878417279,153725.84,A,5225.174578,N,00936.210981,E,3.143,87.83,281123,3.82,E
1701185845978414816,153725.94,A,5225.174578,N,00936.211108,E,3.086,87.98,281123,3.82,E
1701185846078581620,153726.04,A,5225.174581,N,00936.211248,E,3.044,88.12,281123,3.82,E
1701185846178472881,153726.14,A,5225.174587,N,00936.211361,E,2.992,87.91,281123,3.82,E
1701185846278557421,153726.24,A,5225.174590,N,00936.211497,E,2.958,87.71,281123,3.82,E
1701185846378506430,153726.34,A,5225.174594,N,00936.211630,E,2.926,87.73,281123,3.82,E
1701185846478681589,153726.44,A,5225.174602,N,00936.211729,E,2.880,87.66,281123,3.82,E
1701185846578609109,153726.54,A,5225.174605,N,00936.211860,E,2.853,87.26,281123,3.82,E
1701185846678587234,153726.64,A,5225.174603,N,00936.211980,E,2.827,87.03,281123,3.82,E
1701185846778572742,153726.74,A,5225.174607,N,00936.212108,E,2.807,87.04,281123,3.82,E
1701185846878449215,153726.84,A,5225.174611,N,00936.212236,E,2.791,86.94,281123,3.82,E
1701185846978452945,153726.94,A,5225.174617,N,00936.212351,E,2.784,86.92,281123,3.82,E
