UNIX timestamp,UTC time,Receiver Warning,Latitude NMEA,Indicator Latitude NMEA,Longitude NMEA,Indicator Longitude NMEA,Speed [Knots],True Course,UT date,Magnetic Variation Degrees,Indicator Magnetic Variation Degrees
1701186031779227531,154031.74,A,5225.157432,N,00936.881287,E,16.269,123.65,281123,3.82,E
1701186031879263165,154031.84,A,5225.157182,N,00936.881898,E,16.014,123.85,281123,3.82,E
1701186031979201538,154031.94,A,5225.156927,N,00936.882497,E,15.800,124.09,281123,3.82,E
1701186032078490957,154032.04,A,5225.156683,N,00936.883087,E,15.526,124.19,281123,3.82,E
1701186032178531248,154032.14,A,5225.156437,N,00936.883662,E,15.257,124.67,281123,3.82,E
1701186032278837421,154032.24,A,5225.156197,N,00936.884228,E,14.996,124.92,281123,3.82,E
1701186032378607831,154032.34,A,5225.155961,N,00936.884782,E,14.709,124.96,281123,3.82,E
1701186032478592177,154032.44,A,5225.155724,N,00936.885320,E,14.466,125.21,281123,3.82,E
1701186032578594555,154032.54,A,5225.155494,N,00936.885853,E,14.228,125.40,281123,3.82,E
1701186032678456985,154032.64,A,5225.155263,N,00936.886371,E,14.024,125.64,281123,3.82,E
1701186032778775885,154032.74,A,5225.155038,N,00936.886886,E,13.821,125.50,281123,3.82,E
1701186032878458503,154032.84,A,5225.154816,N,00936.887393,E,13.600,125.83,281123,3.82,E
1701186032979067204,154032.94,A,5225.154593,N,00936.887879,E,13.414,126.02,281123,3.82,E
1701186033079535033,154033.04,A,5225.154376,N,00936.888371,E,13.219,125.81,281123,3.82,E
1701186033179262007,154033.14,A,5225.154155,N,00936.888833,E,13.009,125.86,281123,3.82,E
1701186033279182105,154033.24,A,5225.153944,N,00936.889311,E,12.847,126.11,281123,3.82,E
1701186033379189698,154033.34,A,5225.153734,N,00936.889779,E,12.638,126.30,281123,3.82,E
1701186033479189825,154033.44,A,5225.153528,N,00936.890223,E,12.426,126.18,281123,3.82,E
1701186033579253480,154033.54,A,5225.153326,N,00936.890677,E,12.229,126.20,281123,3.82,E
1701186033679243333,154033.64,A,5225.153119,N,00936.891106,E,12.051,126.28,281123,3.82,E
1701186033779213737,154033.74,A,5225.152922,N,00936.891545,E,11.863,126.38,281123,3.82,E
1701186033879250743,154033.84,A,5225.152727,N,00936.891976,E,11.682,126.61,281123,3.82,E
1701186033978895798,154033.94,A,5225.152535,N,00936.892383,E,11.494,126.48,281123,3.82,E
1701186034078886042,154034.04,A,5225.152347,N,00936.892800,E,11.286,126.62,281123,3.82,E
1701186034178785258,154034.14,A,5225.152164,N,00936.893194,E,11.073,126.68,281123,3.82,E
1701186034278772856,154034.24,A,5225.151981,N,00936.893595,E,10.865,126.72,281123,3.82,E
1701186034378563201,154034.34,A,5225.151803,N,00936.893988,E,10.657,126.68,281123,3.82,E
1701186034478689817,154034.44,A,5225.151629,N,00936.894352,E,10.423,126.40,281123,3.82,E
1701186034578510775,154034.54,A,5225.151458,N,00936.894729,E,10.204,126.92,281123,3.82,E
1701186034679070776,154034.64,A,5225.151290,N,00936.895082,E,9.980,126.98,281123,3.82,E
1701186034778878740,154034.74,A,5225.151125,N,00936.895441,E,9.740,126.87,281123,3.82,E
1701186034878750366,154034.84,A,5225.150965,N,00936.895792,E,9.475,126.92,281123,3.82,E
